user_name,is_expert_reviewer,user_level,user_id,skin_types,age_range,is_repurchase,is_recommended,star_effectiveness,star_packaging,star_texture,star_value_for_money,source,created_at,total_likes,is_verified_purchase,details,duration_of_used,product_id,product_name,product_size,_source_file
yenijenny227,False,Super Star,61ced8102cb3ad4baf5c73b9,Kulit Berminyak;Flek;Pori Besar,25 - 29 th,maybe,yes,4.0,4,4.0,4,review-ios,2023-10-02T15:37:23.490Z,0,True,"bagus sih .. pernah aku coba sengaja cuma make produk ini aja seharian gtu minyak nya masih gak trlalu banyak.. cuma ntah kenapa agak berat gtu rasanya.. pdhl klaim nya kan untuk menghidrasi kulit acne prone/oily gtu.. biasa ringan produk"" ny label untuk kuliy oily.. mgkn akunya aja sih kurang cocok..",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Batsyebaam,False,Rising Star,63a3179dcf4ac733530913ba,Kulit Berminyak;Cellulite;Stretch Mark;Jerawat;Flek;Pori Besar;Kulit Kusam;Komedo,19 - 24 th,yes,yes,5.0,5,5.0,5,review-ios,2023-10-02T09:17:33.818Z,0,True,"pertama kali pakai ini dan udh sebulan pakai masih ada setengah botol. pdhl pake tiap hari dua jari full bahkansuka reapply. awalnya gasuka karena terlalu oily. cuma lama2 terbiasa dan buat muka aku yg tipenya kalau kering kurang terhydrasi malah jadi oily, ini life saver sih😭😭 jadi cocok banget sihh. terus digabung penggunaan ama serum c apapun gila bgt mantul😃✨❤️. yg tipe oily pake ni keknya gaakan suka sih karena bakalan oily bgt jadinya",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
y4ya,False,Super Star,605b83878a1b9b2708f96e56,Kulit Kombinasi;Stretch Mark;Jerawat;Pori Besar;Kulit Kusam;Komedo,25 - 29 th,maybe,yes,4.0,4,4.0,4,review-ios,2023-10-02T07:29:57.801Z,0,True,Teksturnya aku suka dan mudah diratain di wajah. Tapi aku yg kulitnya berminyak di area T zone malah lumayan berminyak sih tapi ok ok aja kok untuk sunscreen korea bagus dan gabikin muka kusam,1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
HeleneAgatha,False,SOCO Star,63dc586c5ae36a43cbda5478,Kulit Kering;Flek;Komedo,25 - 29 th,yes,yes,5.0,5,5.0,5,review-android,2023-10-02T02:42:51.393Z,0,True,"sudah pakai bertahun tahun  pas di pakai tidak meninggalkan white cast, sangat gampang di blend di muka karena produknya kayak ada moisture effect. jadi pas reapply sunscreen jadi lebih gampang",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
diahtrilestari,False,Super Star,646e1c12769b25a38378b44d,Kulit Berminyak;Flek;Pori Besar,25 - 29 th,yes,yes,5.0,5,5.0,5,review-ios,2023-10-01T15:57:42.653Z,0,True,"emang ada sedikit efek white case setelah apply, tapi ga lebay. baunya juga enak banget wangi cuma ya aga pricey untuk ukuran sunscreen. tapi dari pada kalian ketipu yg katanya spf 50 ternyata cuma 2 mending beli ini sih",6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
tiffanywignjo,False,Diva Star,5f59d516eb5f7ad195f9d415,Kulit Berminyak;Kulit Kombinasi;Stretch Mark;Jerawat;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,19 - 24 th,yes,yes,5.0,5,5.0,5,soco-web-desktop,2023-10-01T12:56:54.604Z,0,True,"di pink university 2 tahun lalu menang, terus di kirimin 5 full size cosrx products dan ternyata, ini salah satu sunscreen tercocok di kulitku ✨ best sih! karena dia sun cream texture nya lumayan thick tapi tetep ringan dan cepet nyerap, jadi kalo pake ini biasanya skip moisturizer. no whitecast, dan karena ada aloe nya, soothing banget, dipake seharian enak banget, ringan, nggak bikin berminyak, udah repurchase beberapa kali ✨ ✨",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
DanielGideon,False,Diva Star,5da2672cd548e7d4100e80eb,Kulit Berminyak;Kulit Kombinasi;Kulit Sensitif;Jerawat;Aging;Flek;Pori Besar;Kulit Kusam;Komedo,35 - 39 th,maybe,yes,5.0,5,5.0,5,review-android,2023-10-01T01:29:18.143Z,0,True,"salah satu sunscreen yg direkomen. tidak lengket, tidak ada whitecase, bisa nyamarin jerawat sedikit dan bahannya calming, apalagi yang kulitnya bermasalah dan dehidrasi",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Octaviavini,False,Super Star,61b461fe6dc7f50190ef4be5,Kulit Berminyak;Cellulite;Jerawat,35 - 39 th,yes,yes,5.0,5,5.0,5,review-android,2023-10-01T00:53:34.880Z,0,True,berawal dari coba coba. karena semua sunscreen yang uda aku coba itu ga cocok bikin muka minyakan dan jerawatan. tapi pake ini enak banget di muka terasa ringan dan ga buat aku jerawatan. mantap!,6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
griotgrhy,False,SOCO Star,63f9dd896915c50daec67c27,,,yes,yes,5.0,5,5.0,5,soco-web-desktop,2023-09-30T07:50:38.044Z,0,True,"Karena ini cream memang agak kental dan lengket, tapi pas dipakai ke wajah tidak berasa lengket nya, cepat meresap juga, so far sih ampuh untuk melindungi wajah dari sinar matahari ya. repurchase pokoknya.",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
etarachma,False,Rising Star,5c1abe973b351a3320f575d3,Kulit Kombinasi;Kulit Sensitif;Kantung Mata;Dark Circle;Komedo,30 - 34 th,yes,yes,5.0,4,5.0,4,review-ios,2023-09-30T00:34:11.749Z,0,True,"Cocok bwt kulit sensitifq, g ada cekit2 atau gatel2 trbakar shbs pke ini..
Baunya enak, bau2 kaya daun2 taneman gmn gtu..
Beli krn rekom tmn dan liat review blogger2..",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
belindaprudy,False,Rising Star,63bd60d29c1e9a76cc275459,Kulit Normal;Kulit Kombinasi;Jerawat;Kulit Kusam,19 - 24 th,yes,yes,5.0,5,5.0,5,review-ios,2023-09-29T06:09:39.493Z,0,True,udah repurchase kaya 5 botol lebih selalu suka sama texture sama hasilnya amyang agak matte. kulit ku kering tapi tetep enak aja gitu pake ini ga kering kerontang juga,More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
homsinhomsin,False,Rising Star,643a2e3ceed3f44228dcde30,Flek;Kulit Normal,25 - 29 th,yes,yes,5.0,5,5.0,5,review-android,2023-09-29T04:48:38.176Z,0,True,the real spf  setelah pemakaian kurang lebih satu bulan kulit tidak gosong texture tidak lengket dan tidak meninggalkan whitecash pas di pake kulit terasa adem,1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
skin.trip,False,Rising Star,5c1ab2703b351a3320d3a6fb,Kulit Berminyak;Kulit Kombinasi;Kulit Sensitif;Stretch Mark;Jerawat;Aging;Flek;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,19 - 24 th,yes,yes,5.0,5,5.0,4,review-android,2023-09-28T17:37:52.694Z,0,True,"buat aku sebagai oily acne prone sensitive, ss ini holy grail aku! ga bikin makin berminyak tapi tetep lembab, teksturnya enak banget dan ga whitecast sama sekali",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
bertyarmini,False,Rising Star,5e6aef8f60fed9dc49fa4961,Kulit Kombinasi;Jerawat;Pori Besar;Komedo,< 18 th,maybe,yes,5.0,5,5.0,3,sociolla-web-mobile,2023-09-28T11:22:42.730Z,0,True,"Beli ini karna penasaran... eh malah ketagihan
Teksturnya enak lembab dipake bisa skip pelembab kalo pagi hari, udah abis 2tube, tapi akhir* ini jadi pilling, apa karna aku salah step skincare",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
calistapn,False,Rising Star,5d3486500f029500050611ba,Kulit Berminyak;Kulit Kombinasi;Kulit Sensitif,19 - 24 th,yes,yes,5.0,5,5.0,4,soco-web-desktop,2023-09-28T03:21:38.361Z,0,True,"Sukaa bgttt sama sunscreen ini omaygaatt. Dia ga bikin perih dan ga bikin breakout di muka aku yang sensitif. Kadang tuh ada beberapa sunscreen yang bikin perih di muka, tp ini tuh engga. Pake dikit2 juga udah oke, spf juga 50+. Minus nya di aku sih cuma 1, yaitu bikin muka jadi keliatan kusam, ga tau knp :(. Tp tetep suka sih hehe",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
mariangelinn,False,SOCO Star,5dff0d70cec9ea6ebd95a293,Kulit Kombinasi;Kulit Sensitif;Jerawat;Pori Besar,25 - 29 th,yes,yes,5.0,5,5.0,5,review-android,2023-09-27T00:58:26.098Z,0,True,"Sunscreen terbaik, cocok bgt di kulitku yang cukup sensitif. Teksturnya jg oke, ngga terlalu padat, ngga terlalu cair. Cepat menyerap dan wanginya enak. Auto repurchase sih ini",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
danesyarahmat,False,Super Star,5fe60872a5b629d00ebbd427,Kulit Berminyak;Cellulite;Stretch Mark;Jerawat;Pori Besar,25 - 29 th,yes,yes,5.0,5,5.0,3,review-ios,2023-09-26T14:49:01.349Z,0,True,"been eyeing this sunscreen for a long time, tapi baru cobain sekarang! ternyata enak yaa cepet ngeresep, ga whitecast, ga oily, dan yang terpenting ga bikin iritasi",Less than 1 Week,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
rullymanik,False,SOCO Star,61a06c20ebd2ac67a2893768,,> 40 th,yes,yes,5.0,5,5.0,5,review-android,2023-09-26T11:47:16.928Z,0,True,"sudah memakai produk ini selama 5 tahun dan masih tetap akan memakai produk ini karena paling baik teksturnya dan menyatu dengan make up juga bagus , tidak lengket tapi melembabkan.",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
hannaffr,False,Rising Star,5fc0734a7ee3d34c245008d6,Kulit Kombinasi;Flek;Kulit Kusam,30 - 34 th,maybe,yes,5.0,5,5.0,5,review-android,2023-09-26T02:15:18.423Z,0,True,"baru pertama kali coba, semoga aman aja di wajahku yang sensitif ini. semoga gak timbul beruntusan. sejauh ini aman aman aja di pakainya. kalau cocok order lagi",Less than 1 Week,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
ViraHismara,False,Rising Star,637b3395afacb65456dd6e0c,,19 - 24 th,yes,yes,5.0,5,5.0,5,review-android,2023-09-25T11:26:34.207Z,0,True,Coba iseng beli dan pakai sunscreen ini. Tapi ternyata inii bagus sih sunscreen dan melembapkan bangett. Dan lumayan awet yaa habisnya bisa sampe 3 bulan an gituu,3 - 6 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
jhnraissa,False,Rising Star,64a534d9359ef6d0bc6c1abd,Kulit Sensitif;Stretch Mark;Jerawat;Flek;Pori Besar;Kulit Kusam;Komedo,< 18 th,yes,yes,5.0,5,5.0,5,review-ios,2023-09-25T01:11:28.187Z,0,True,"sunscreen pertama yang aku coba, tekstur nya lembut, ringan juga dimuka, harum, kemasan nya juga aman, baru aku pakai semoga cocok biar bisa repurchase 🤍",Less than 1 Week,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
NurinaAprilya,False,Super Star,609377b888b4a0045a71a550,Kulit Normal,25 - 29 th,yes,yes,5.0,5,5.0,5,review-ios,2023-09-24T15:59:51.808Z,0,True,"Pake ini gak kusem sama sekaliiiii malah wajah terasa lebih lembab, mudah menyatu dan gak ada whitecast sama sekaliiii. Kalian wajib banget nyobain minimal sekali",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
meytia_haye,False,Super Star,60bcd92561c46887c93c853f,,25 - 29 th,yes,yes,5.0,5,5.0,5,review-android,2023-09-24T12:19:19.832Z,0,True,"produknya bagus banget. udah beberapa kali repurchase. dari tekstur yang gampang di blend, ngga bikin whitecase dan bikin kulit kerasa lebih moist. the best sunscreen buat aku😘",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
viola0211,False,SOCO Star,64966264f76f7e2988dce253,Kulit Berminyak;Kulit Sensitif;Stretch Mark;Pori Besar;Kulit Kusam;Kantung Mata;Komedo,< 18 th,yes,yes,5.0,5,5.0,4,review-ios,2023-09-24T08:02:50.806Z,0,True,"baru    kali    ini    nemuu   sunscreen    sebagus    iniiiii,    dl kirain kayak ss lain nya, nyesel kenapa gak    dari    dulu    nemu    sunscreen    cosrx ini😻😻",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Claudiacarvenia,False,Diva Star,5c1ac4993b351a3320005e9d,Kulit Kombinasi;Kulit Sensitif;Jerawat;Pori Besar,25 - 29 th,maybe,yes,3.0,3,4.0,4,review-android,2023-09-24T03:41:34.949Z,0,True,cukup oke creamnya ringan plus ada spfnya untuk menahan paparan sinar matahari yg lagi terik teriknya ini. tapi tidak terlalu wow banget di kulit mukaku,1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
putrirukmanaa,False,Rising Star,64ba185195484819e5620cb8,Kulit Kombinasi;Kulit Kusam,30 - 34 th,yes,yes,5.0,5,5.0,5,review-ios,2023-09-23T17:24:16.588Z,0,True,"Baru pertama coba ini, sebelumnya pakai loreal hasilnya sama whitecast dimuka cocok untuk kulit aku yang kering-kombinasi gampang di aplikasikan ke kulit.",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
AuliaIskandar,False,Rising Star,6087331dada09d4b1102ab8d,Kulit Kering;Kulit Kombinasi;Kulit Kusam;Kantung Mata;Komedo,19 - 24 th,maybe,yes,5.0,5,3.0,4,review-android,2023-09-23T09:43:26.781Z,0,True,"bagus tapi kalau kena air luntur jadi gabisa ya pake suncreen ini buat panas panasan di kolam renang sambil berenang ehe, ngerasa kulit dilindungi bgt karna ada UVA n UVB ! loveee",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
fannpeyton,False,Rising Star,5e818621354b847322de1d8e,Kulit Kombinasi;Jerawat;Komedo,19 - 24 th,yes,yes,5.0,5,5.0,5,review-ios,2023-09-23T08:19:20.209Z,0,True,Great product! Teksturnya ringan dan baik untuk melindungi kulit🤩 one of the best products from COSRX! Spf nya juga udah tinggi jugaa soo worth the price,Less than 1 Week,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Regin14,False,Diva Star,6172513cd9685dc16f3d3e26,Kulit Kombinasi;Jerawat,19 - 24 th,yes,yes,5.0,5,5.0,4,review-ios,2023-09-23T08:02:38.582Z,0,True,"Teksurnya ringan banget dipakai di wajah ,cepat meresap jugaa , tidak lengket selain itu juga tidak berbau dan melembabkan ada uva dan uvb spf 50+++cocok untuk semua kulit , dan kulit sensitif juga",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
dessyharryanto,False,Super Star,5f4e40e5e506df8485f256ff,Jerawat;Flek;Pori Besar;Kulit Kusam;Komedo;Kulit Berminyak;Kulit Kombinasi;Kulit Sensitif,,yes,yes,5.0,5,4.0,4,soco-web-desktop,2023-09-23T04:22:08.908Z,0,True,"Efektif atau tidaknya aku kurang tau, selama menggunakan ini untuk jenis kulitku yg rewel jerawat dan sensitif tidak menimbulkan permasalahan lainnya. Teksturnya agak oily menurutku kalo di apply di kulit wajahku tapi masih batas wajar sih, so far so good nyaman aja dipake. Harganya lumayan, aku beli nya tiap nunggu promo an, pakainya di irit irit hahahaha",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
nadivasalma,False,Rising Star,61c30641df48d736e2f131e4,Kulit Kering;Jerawat;Kulit Kusam,19 - 24 th,yes,yes,5.0,5,5.0,5,review-ios,2023-09-22T13:18:42.637Z,0,True,Sukak banget sama product ini karenaa selain untuk melindungi paparan sinar matahari bikin kulit kita jadi lembab dan kenyal pokonya 100/100 bagus banget aku sudah 2x pakai ini dan awet juga tidak cepat habis,6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
NICCZ,False,Rising Star,64e04cb62bfb3252d39c0d8f,Kulit Sensitif;Jerawat;Flek;Komedo,< 18 th,maybe,yes,4.0,5,5.0,4,soco-web-desktop,2023-09-22T08:26:14.666Z,0,True,"suka bangeetttt setelah apply ini di muka karena walau suka buru buru ga sempat pakai moisteraizer, langsung pakai ini tuh tetep buat muka ga kering trus ada glow glownya gt kek bgs aj gt",Less than 1 Week,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
griseldanadine,False,Rising Star,5fa36a995e438a104c59fe7b,Kulit Kombinasi;Cellulite;Stretch Mark;Skin Tightening;Jerawat;Aging;Pori Besar;Dark Circle;Komedo,< 18 th,yes,yes,5.0,5,5.0,5,review-ios,2023-09-22T03:18:12.761Z,0,True,suka banget udh repurchases berapa kali masi suka. bagus banget bener bener sebagus itu ga ninggalin white cast tahan seharian bangettttt si aku si ini debestt,6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
MeliSgc,False,Rising Star,62622da8d9830f25b16f9848,Kulit Normal;Aging,35 - 39 th,yes,yes,5.0,5,5.0,5,review-android,2023-09-20T02:48:12.899Z,0,True,great innovative product solutions for sun cream. nice well recommended package. well applied to skin and solutions for sun and solutions for sun cream,1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
linhui,False,SOCO Star,5ff5903507d5cf3c818ec60c,Kulit Berminyak;Kulit Kombinasi;Kulit Sensitif;Jerawat;Flek;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,25 - 29 th,maybe,yes,5.0,5,5.0,5,review-ios,2023-09-19T15:09:35.298Z,0,True,"Suka bgtt sm teksturnya, ga bikin whitecast! Termasuk salah satu sunscreen terfavourite! Untuk wanginya masih ada, tp untung ga masalah walau kulitku sensitive",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
evantiyap,False,Rising Star,60ff711ec114f840574403ea,Kulit Kombinasi;Aging;Kulit Kusam;Kantung Mata;Dark Circle,30 - 34 th,yes,yes,5.0,5,5.0,4,review-ios,2023-09-19T14:08:16.542Z,0,True,"Physical sunscreen yang mantul, bikin muka kelihatan sehat, glowing dan gak ada whitecast. Reapply produk ini juga gak ngerusak make up. Bagus buat dipake sehari-hari ❤️",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
agilsanjaya,False,Super Star,63bd707265ab437f2c0b5523,Kulit Berminyak;Komedo,30 - 34 th,yes,yes,5.0,5,5.0,5,review-ios,2023-09-19T04:33:43.652Z,0,True,"Sunscreen yang enak bgt dipake. Ringan, bikin muka jadi cerah, dan terlindungi dari bahaya sinar UV. Dah cocok sama ini gak mau ganti ganti ah. Mantap CROSX.",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
renimustik,False,Diva Star,5cbc3725fc26700006dea774,Kulit Berminyak;Jerawat;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,25 - 29 th,yes,yes,5.0,5,5.0,5,review-android,2023-09-18T01:52:16.299Z,0,True,"sunscreen terbest bangeet, pernah ganti produk, muka jadi berminyak dan jerawatan. tapi klo pake ini muka jadi kinclong fan enaak banget, ga bikin berminyak dan tetep lembab",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
cindyzeya,False,Rising Star,644a3dc3c3e3f767153c5b46,Kulit Kombinasi;Skin Tightening;Pori Besar;Kulit Kusam;Komedo,30 - 34 th,yes,yes,5.0,5,5.0,5,soco-web-mobile,2023-09-17T11:24:14.126Z,0,True,"Suka bnget sama sunscreen Cosrx.. yang pasti ini beneran 50spf no tipu tipu yaaa
Ga ada white cast nya jadi nyaman banget d kulit ku
Ga dempul oke banget 💜💜💜❤️ bakalan repurchase trs",3 - 6 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
hlnmara,False,Super Star,635e1ef47d1da774a7705359,Kulit Kering;Kulit Kombinasi;Kulit Sensitif;Stretch Mark;Flek;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,< 18 th,yes,yes,5.0,5,5.0,5,review-android,2023-09-17T11:02:43.789Z,0,True,"ini sih cosrx tidak perlu di ragukan lagi, produk nya selalu bagus semua dan tidak mengecewakan, gampang di blend dan gaada white cast sama sekali, ga perih dimata!",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
nenitri27,False,Diva Star,605f0f4c27cf702c31fd586e,Kulit Kombinasi;Kulit Sensitif;Flek;Pori Besar;Kulit Kusam;Dark Circle,25 - 29 th,yes,yes,5.0,5,5.0,5,review-ios,2023-09-17T10:41:29.943Z,0,True,"Sebelumnya udh cobain 3 brand untuk sunscreen tapi muka malah jerawatan. Akhirnya memutuskan untuk coba sunscreen cosrx ini, & ternyata cocok bgt di kulit gak bikin jerawatan, kulit terlindungi spf 50++",6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
adenelaprasetya,False,Super Star,64a51e19a7034a233ef5f35e,Kulit Kombinasi;Jerawat;Kantung Mata;Dark Circle,,yes,yes,5.0,5,5.0,5,review-ios,2023-09-17T08:39:01.812Z,0,True,First yime nyobain. Tekstur nya ga lengket sama sekali kaya gel gitu. Kalo di aku ada efek tone up nya?.. ga bikin muka oily sama sekali sih ya. Semoga cocok.,Less than 1 Week,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
